rsi,pivot_k,direction,locations,trigger,target_r,n_trades,winrate,avg_r,profit_factor,total_r,max_dd_r,n_instruments,n_instruments_positive,score,per_instrument
14,5,short,sr,candle,2.5,61,0.26229508196721313,-0.1741965772998343,0.779551741461571,-10.625991215289892,16.93392260195479,5,2,-1.360518761400079,"GOOG:n=4,avgR=-1.55; EURUSD:n=15,avgR=-0.69; MSFT:n=14,avgR=0.25; SP500:n=15,avgR=0.38; NASDAQ:n=13,avgR=-0.24"
9,5,short,sr+bb,macd,2.5,9,0.2222222222222222,-0.4602940374960066,0.4081933803622773,-4.142646337464059,6.642646337464059,4,1,-1.38088211248802,"GOOG:n=1,avgR=2.50; MSFT:n=4,avgR=-0.66; SP500:n=3,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
14,5,long,fib+bb,either,2.5,2,0.0,-1.0,0.0,-2.0,1.0,1,0,-1.4142135623730951,"EURUSD:n=2,avgR=-1.00"
14,5,long,fib+bb,macd,1.5,2,0.0,-1.0,0.0,-2.0,1.0,1,0,-1.4142135623730951,"EURUSD:n=2,avgR=-1.00"
14,5,long,fib+bb,macd,2.5,2,0.0,-1.0,0.0,-2.0,1.0,1,0,-1.4142135623730951,"EURUSD:n=2,avgR=-1.00"
14,5,long,sr+fib,macd,2.5,2,0.0,-1.0,0.0,-2.0,1.0,2,0,-1.4142135623730951,"MSFT:n=1,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
14,5,long,sr+fib,macd,1.5,2,0.0,-1.0,0.0,-2.0,1.0,2,0,-1.4142135623730951,"MSFT:n=1,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
14,5,long,fib+bb,either,1.5,2,0.0,-1.0,0.0,-2.0,1.0,1,0,-1.4142135623730951,"EURUSD:n=2,avgR=-1.00"
14,3,short,sr+fib,candle,2.5,11,0.18181818181818182,-0.4291938259411381,0.5143433867680736,-4.721132085352519,5.221132085352519,3,0,-1.423474882983859,"EURUSD:n=1,avgR=-1.00; MSFT:n=4,avgR=-0.14; NASDAQ:n=6,avgR=-0.53"
9,5,short,fib,candle,1.5,21,0.2857142857142857,-0.31669820621858735,0.5750555350241542,-6.650662330590334,7.150662330590334,5,1,-1.4512935024534108,"GOOG:n=2,avgR=-1.00; EURUSD:n=1,avgR=-1.00; MSFT:n=7,avgR=-0.29; SP500:n=3,avgR=0.67; NASDAQ:n=8,avgR=-0.46"
14,3,short,sr,either,2.5,177,0.2768361581920904,-0.11095636248144498,0.8516566261916775,-19.63927615921576,23.90866782197615,5,1,-1.476178391792518,"GOOG:n=17,avgR=-0.33; EURUSD:n=40,avgR=-0.33; MSFT:n=54,avgR=0.10; SP500:n=38,avgR=-0.03; NASDAQ:n=28,avgR=-0.17"
14,5,short,fib,either,1.5,30,0.3,-0.27168874435301116,0.6235375063295768,-8.150662330590334,12.650662330590334,4,1,-1.4881005390239852,"GOOG:n=3,avgR=0.67; MSFT:n=11,avgR=-0.32; SP500:n=5,avgR=0.00; NASDAQ:n=11,avgR=-0.60"
9,3,short,sr+fib,either,1.5,21,0.2857142857142857,-0.3253849859198638,0.5684299786222964,-6.83308470431714,8.070469754762184,5,1,-1.4911013279799161,"GOOG:n=1,avgR=-1.00; EURUSD:n=3,avgR=-0.17; MSFT:n=7,avgR=-0.65; SP500:n=2,avgR=0.25; NASDAQ:n=8,avgR=-0.16"
14,5,short,fib,macd,2.5,16,0.1875,-0.3767666272317458,0.5543947746299274,-6.028266035707933,11.028266035707933,4,2,-1.5070665089269832,"GOOG:n=2,avgR=2.50; MSFT:n=6,avgR=-1.02; SP500:n=3,avgR=0.17; NASDAQ:n=5,avgR=-1.09"
14,3,short,sr+fib,either,2.5,16,0.1875,-0.39581779401982126,0.5421784193701453,-6.33308470431714,5.762614949554956,5,1,-1.583271176079285,"GOOG:n=1,avgR=-1.00; EURUSD:n=1,avgR=-1.00; MSFT:n=6,avgR=-0.43; SP500:n=1,avgR=2.50; NASDAQ:n=7,avgR=-0.61"
14,5,short,sr+bb,macd,2.5,8,0.125,-0.5625,0.35714285714285715,-4.5,7.0,4,1,-1.5909902576697321,"GOOG:n=1,avgR=2.50; MSFT:n=3,avgR=-1.00; SP500:n=3,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
14,5,short,sr,either,1.5,86,0.3488372093023256,-0.17187874778037865,0.746705807878076,-14.781572309112564,17.781572309112562,5,1,-1.5939379343987605,"GOOG:n=12,avgR=-0.06; EURUSD:n=17,avgR=-0.35; MSFT:n=22,avgR=0.02; SP500:n=21,avgR=-0.18; NASDAQ:n=14,avgR=-0.33"
9,3,short,bb,macd,1.5,23,0.391304347826087,-0.33338265347841334,0.6170915457217309,-7.667801030003506,13.667801030003506,4,2,-1.5988470388774154,"EURUSD:n=4,avgR=0.25; MSFT:n=9,avgR=-1.17; SP500:n=5,avgR=-0.50; NASDAQ:n=5,avgR=0.88"
9,5,short,fib,macd,1.5,22,0.2727272727272727,-0.34219391071399696,0.5445217290522947,-7.528266035707933,12.177166606305313,5,1,-1.6050317117285429,"GOOG:n=2,avgR=1.50; EURUSD:n=3,avgR=-1.00; MSFT:n=6,avgR=-0.60; SP500:n=3,avgR=-0.17; NASDAQ:n=8,avgR=-0.43"
9,5,short,sr,either,2.5,119,0.2689075630252101,-0.14737060695558962,0.8067625842054474,-17.537102227715167,20.319506780198896,5,2,-1.6076235254376587,"GOOG:n=14,avgR=0.00; EURUSD:n=24,avgR=-0.61; MSFT:n=28,avgR=0.30; SP500:n=31,avgR=-0.33; NASDAQ:n=22,avgR=-0.04"
14,3,short,sr,either,1.5,180,0.3611111111111111,-0.12103286078299595,0.8145488334219678,-21.78591494093927,26.285914940939268,5,2,-1.6238262253322844,"GOOG:n=17,avgR=-0.13; EURUSD:n=40,avgR=-0.27; MSFT:n=56,avgR=0.05; SP500:n=39,avgR=0.01; NASDAQ:n=28,avgR=-0.42"
14,5,short,fib,macd,1.5,16,0.25,-0.40801662723174575,0.47891703312324807,-6.528266035707932,9.528266035707933,4,1,-1.632066508926983,"GOOG:n=2,avgR=1.50; MSFT:n=6,avgR=-0.60; SP500:n=3,avgR=-0.17; NASDAQ:n=5,avgR=-1.09"
14,3,short,fib,candle,1.5,25,0.28,-0.32884528341410074,0.5608635178753553,-8.221132085352519,8.721132085352519,5,2,-1.6442264170705037,"GOOG:n=1,avgR=-1.00; EURUSD:n=2,avgR=0.25; MSFT:n=9,avgR=-0.73; SP500:n=4,avgR=0.25; NASDAQ:n=9,avgR=-0.24"
9,3,short,bb,macd,2.5,23,0.30434782608695654,-0.34637186479222143,0.6385080745837098,-7.966552890221093,11.45372462906967,4,1,-1.6611411079591465,"EURUSD:n=4,avgR=-0.12; MSFT:n=9,avgR=-1.06; SP500:n=5,avgR=-0.30; NASDAQ:n=5,avgR=0.72"
9,3,short,sr+fib,either,2.5,21,0.19047619047619047,-0.37300403353891143,0.56075548150002,-7.83308470431714,7.070469754762184,5,1,-1.7093192182159085,"GOOG:n=1,avgR=-1.00; EURUSD:n=3,avgR=-1.00; MSFT:n=7,avgR=-0.51; SP500:n=2,avgR=0.75; NASDAQ:n=8,avgR=-0.22"
9,5,short,sr+bb,macd,1.5,9,0.2222222222222222,-0.5714051486071177,0.2653362375051344,-5.142646337464059,6.642646337464059,4,1,-1.714215445821353,"GOOG:n=1,avgR=1.50; MSFT:n=4,avgR=-0.66; SP500:n=3,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,5,long,sr+fib,macd,2.5,3,0.0,-1.0,0.0,-3.0,2.0,3,0,-1.7320508075688772,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,5,long,fib+bb,macd,1.5,3,0.0,-1.0,0.0,-3.0,2.0,2,0,-1.7320508075688772,"EURUSD:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
9,5,long,fib+bb,either,1.5,3,0.0,-1.0,0.0,-3.0,2.0,2,0,-1.7320508075688772,"EURUSD:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
9,5,long,sr+fib,macd,1.5,3,0.0,-1.0,0.0,-3.0,2.0,3,0,-1.7320508075688772,"MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,5,long,fib+bb,macd,2.5,3,0.0,-1.0,0.0,-3.0,2.0,2,0,-1.7320508075688772,"EURUSD:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
14,5,short,sr+bb,candle,2.5,3,0.0,-1.0,0.0,-3.0,2.0,2,0,-1.7320508075688772,"MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
14,5,short,sr+bb,candle,1.5,3,0.0,-1.0,0.0,-3.0,2.0,2,0,-1.7320508075688772,"MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
9,5,long,fib+bb,either,2.5,3,0.0,-1.0,0.0,-3.0,2.0,2,0,-1.7320508075688772,"EURUSD:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
14,5,short,sr+fib,macd,1.5,7,0.14285714285714285,-0.6565453121078153,0.24607037162325257,-4.595817184754707,6.095817184754707,4,1,-1.7370556202825633,"GOOG:n=1,avgR=1.50; MSFT:n=4,avgR=-1.02; SP500:n=1,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,3,short,sr,candle,1.5,133,0.3533834586466165,-0.15086358231189767,0.774907801127252,-20.06485644748239,21.564856447482384,5,0,-1.73984370626823,"GOOG:n=9,avgR=-0.45; EURUSD:n=36,avgR=-0.21; MSFT:n=32,avgR=-0.00; SP500:n=31,avgR=-0.04; NASDAQ:n=25,avgR=-0.29"
9,3,short,sr,macd,2.5,145,0.27586206896551724,-0.14826937549506708,0.7982882801461652,-21.499059446784727,29.183468098400184,5,3,-1.785399708162319,"GOOG:n=17,avgR=0.00; EURUSD:n=31,avgR=-0.38; MSFT:n=43,avgR=0.09; SP500:n=34,avgR=-0.42; NASDAQ:n=20,avgR=0.04"
9,5,short,fib,either,1.5,38,0.2894736842105263,-0.29343848238395615,0.5967307329830508,-11.150662330590334,14.650662330590334,5,1,-1.8088762898176245,"GOOG:n=4,avgR=0.25; EURUSD:n=3,avgR=-1.00; MSFT:n=12,avgR=-0.38; SP500:n=5,avgR=0.00; NASDAQ:n=14,avgR=-0.33"
14,5,short,bb,macd,1.5,11,0.18181818181818182,-0.5454545454545454,0.3333333333333333,-6.0,9.0,5,2,-1.8090680674665816,"GOOG:n=1,avgR=1.50; EURUSD:n=1,avgR=-1.00; MSFT:n=3,avgR=-1.00; SP500:n=4,avgR=-1.00; NASDAQ:n=2,avgR=0.25"
14,3,short,fib,either,1.5,32,0.28125,-0.32290889700991066,0.5664394755226377,-10.333084704317141,11.83308470431714,5,2,-1.8266485662494105,"GOOG:n=3,avgR=-0.17; EURUSD:n=2,avgR=0.25; MSFT:n=11,avgR=-0.78; SP500:n=6,avgR=0.25; NASDAQ:n=10,avgR=-0.33"
14,5,short,sr+bb,either,2.5,9,0.1111111111111111,-0.6111111111111112,0.3125,-5.5,8.0,4,1,-1.8333333333333335,"GOOG:n=1,avgR=2.50; MSFT:n=4,avgR=-1.00; SP500:n=3,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,5,short,sr+fib,macd,1.5,11,0.18181818181818182,-0.5541651986140642,0.32982193233041573,-6.095817184754707,9.095817184754708,5,1,-1.8379580356756293,"GOOG:n=1,avgR=1.50; EURUSD:n=1,avgR=-1.00; MSFT:n=4,avgR=-1.02; SP500:n=2,avgR=-1.00; NASDAQ:n=3,avgR=-0.17"
14,3,short,sr,macd,1.5,110,0.33636363636363636,-0.1756017391707687,0.7375023751899233,-19.316191308784557,23.816191308784557,5,1,-1.841726577963693,"GOOG:n=15,avgR=-0.01; EURUSD:n=24,avgR=-0.35; MSFT:n=35,avgR=0.04; SP500:n=24,avgR=-0.39; NASDAQ:n=12,avgR=-0.24"
9,5,short,sr+bb,either,2.5,11,0.18181818181818182,-0.5584223943149145,0.31748374028177123,-6.142646337464059,8.64264633746406,5,1,-1.8520775564744636,"GOOG:n=1,avgR=2.50; EURUSD:n=1,avgR=-1.00; MSFT:n=5,avgR=-0.73; SP500:n=3,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,3,short,bb,either,2.5,33,0.2727272727272727,-0.3323197845521543,0.6349104762750524,-10.966552890221092,17.45372462906967,4,2,-1.9090318210438708,"EURUSD:n=7,avgR=0.50; MSFT:n=10,avgR=-1.06; SP500:n=8,avgR=-0.56; NASDAQ:n=8,avgR=0.07"
9,3,short,bb,candle,1.5,15,0.2,-0.5,0.375,-7.5,9.0,4,1,-1.9364916731037085,"EURUSD:n=4,avgR=0.25; MSFT:n=3,avgR=-1.00; SP500:n=5,avgR=-0.50; NASDAQ:n=3,avgR=-1.00"
14,5,short,sr+bb,macd,1.5,8,0.125,-0.6875,0.21428571428571427,-5.5,7.0,4,1,-1.9445436482630059,"GOOG:n=1,avgR=1.50; MSFT:n=3,avgR=-1.00; SP500:n=3,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
14,5,short,sr,macd,1.5,41,0.2926829268292683,-0.3038461251191076,0.5909837329179358,-12.457691129883411,16.95769112988341,5,1,-1.9455644882002117,"GOOG:n=12,avgR=-0.06; EURUSD:n=7,avgR=0.07; MSFT:n=11,avgR=-0.33; SP500:n=8,avgR=-1.00; NASDAQ:n=3,avgR=-0.20"
9,5,short,sr+bb,candle,1.5,4,0.0,-1.0,0.0,-4.0,3.0,3,0,-2.0,"EURUSD:n=1,avgR=-1.00; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
9,5,short,sr+bb,candle,2.5,4,0.0,-1.0,0.0,-4.0,3.0,3,0,-2.0,"EURUSD:n=1,avgR=-1.00; MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00"
9,5,short,sr,candle,1.5,78,0.32051282051282054,-0.23284813865125584,0.6651391145507033,-18.162154814797955,19.662154814797958,5,1,-2.056459078737442,"GOOG:n=6,avgR=0.25; EURUSD:n=21,avgR=-0.47; MSFT:n=16,avgR=-0.06; SP500:n=19,avgR=-0.23; NASDAQ:n=16,avgR=-0.27"
9,3,short,sr+fib,candle,2.5,14,0.14285714285714285,-0.551509434668037,0.3930467796775057,-7.721132085352519,7.221132085352519,4,0,-2.063559350101181,"EURUSD:n=2,avgR=-1.00; MSFT:n=5,avgR=-0.31; SP500:n=1,avgR=-1.00; NASDAQ:n=6,avgR=-0.53"
9,3,short,fib,either,1.5,43,0.27906976744186046,-0.3216996442864451,0.5654494425279142,-13.83308470431714,18.070469754762186,5,2,-2.109525640698185,"GOOG:n=3,avgR=-0.17; EURUSD:n=4,avgR=-0.38; MSFT:n=16,avgR=-0.85; SP500:n=7,avgR=0.07; NASDAQ:n=13,avgR=0.10"
9,5,short,sr+bb,either,1.5,11,0.18181818181818182,-0.6493314852240054,0.20637262917066013,-7.142646337464059,8.64264633746406,5,1,-2.1535889010522276,"GOOG:n=1,avgR=1.50; EURUSD:n=1,avgR=-1.00; MSFT:n=5,avgR=-0.73; SP500:n=3,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
14,5,short,sr+bb,either,1.5,9,0.1111111111111111,-0.7222222222222222,0.1875,-6.5,8.0,4,1,-2.1666666666666665,"GOOG:n=1,avgR=1.50; MSFT:n=4,avgR=-1.00; SP500:n=3,avgR=-1.00; NASDAQ:n=1,avgR=-1.00"
9,3,short,bb,either,1.5,33,0.3333333333333333,-0.3838727584849547,0.5479846170706136,-12.667801030003506,19.167801030003506,4,2,-2.205181109416185,"EURUSD:n=7,avgR=0.43; MSFT:n=10,avgR=-1.16; SP500:n=8,avgR=-0.69; NASDAQ:n=8,avgR=0.17"
14,5,long,fib,macd,2.5,5,0.0,-1.0,0.0,-5.0,4.0,3,0,-2.23606797749979,"EURUSD:n=2,avgR=-1.00; MSFT:n=1,avgR=-1.00; NASDAQ:n=2,avgR=-1.00"
14,5,long,fib,macd,1.5,5,0.0,-1.0,0.0,-5.0,4.0,3,0,-2.23606797749979,"EURUSD:n=2,avgR=-1.00; MSFT:n=1,avgR=-1.00; NASDAQ:n=2,avgR=-1.00"
14,5,short,bb,macd,2.5,11,0.09090909090909091,-0.6829843873774021,0.2496797043548326,-7.512828261151423,10.012828261151423,5,1,-2.265202950601587,"GOOG:n=1,avgR=2.50; EURUSD:n=1,avgR=-1.00; MSFT:n=3,avgR=-1.00; SP500:n=4,avgR=-1.00; NASDAQ:n=2,avgR=-1.01"
9,5,short,sr,either,1.5,120,0.3333333333333333,-0.2077173040389976,0.6973491643879174,-24.92607648467971,30.14375442612141,5,2,-2.275429060126359,"GOOG:n=14,avgR=0.16; EURUSD:n=24,avgR=-0.43; MSFT:n=29,avgR=0.08; SP500:n=31,avgR=-0.53; NASDAQ:n=22,avgR=-0.12"
9,5,short,sr,candle,2.5,78,0.23076923076923078,-0.2672796759587655,0.6712923206366775,-20.84781472478371,22.43392260195479,5,2,-2.360550182497413,"GOOG:n=6,avgR=-0.78; EURUSD:n=21,avgR=-0.78; MSFT:n=16,avgR=0.09; SP500:n=19,avgR=0.09; NASDAQ:n=16,avgR=-0.18"
9,5,short,sr,macd,1.5,64,0.296875,-0.29847180164766496,0.5888424289565716,-19.102195305450557,25.60033746734747,5,1,-2.3877744131813197,"GOOG:n=13,avgR=-0.14; EURUSD:n=10,avgR=-0.25; MSFT:n=17,avgR=-0.04; SP500:n=15,avgR=-1.00; NASDAQ:n=9,avgR=0.10"
9,5,short,sr+fib,either,2.5,16,0.125,-0.6031663956618959,0.3412814988957929,-9.650662330590334,12.150662330590334,5,1,-2.4126655826475836,"GOOG:n=1,avgR=2.50; EURUSD:n=1,avgR=-1.00; MSFT:n=5,avgR=-1.00; SP500:n=3,avgR=-1.00; NASDAQ:n=6,avgR=-0.53"
9,3,short,fib,candle,1.5,30,0.23333333333333334,-0.44070440284508394,0.44264329215904535,-13.221132085352519,13.721132085352519,5,0,-2.413837426300964,"GOOG:n=1,avgR=-1.00; EURUSD:n=3,avgR=-0.17; MSFT:n=12,avgR=-0.80; SP500:n=5,avgR=0.00; NASDAQ:n=9,avgR=-0.24"
9,3,short,sr,candle,2.5,133,0.24812030075187969,-0.20955512510702698,0.741809053269078,-27.870831639234588,24.685171729248832,5,2,-2.4167075973308583,"GOOG:n=9,avgR=-0.86; EURUSD:n=36,avgR=-0.46; MSFT:n=32,avgR=0.07; SP500:n=31,avgR=0.00; NASDAQ:n=25,avgR=-0.25"
9,5,long,fib,macd,2.5,6,0.0,-1.0,0.0,-6.0,5.0,4,0,-2.449489742783178,"EURUSD:n=2,avgR=-1.00; MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=-1.00; NASDAQ:n=2,avgR=-1.00"
9,5,long,fib,macd,1.5,6,0.0,-1.0,0.0,-6.0,5.0,4,0,-2.449489742783178,"EURUSD:n=2,avgR=-1.00; MSFT:n=1,avgR=-1.00; SP500:n=1,avgR=-1.00; NASDAQ:n=2,avgR=-1.00"
9,5,short,bb,either,2.5,24,0.16666666666666666,-0.5064781082756451,0.3926158541913093,-12.155474598615482,16.142646337464058,5,1,-2.4812258623308407,"GOOG:n=1,avgR=2.50; EURUSD:n=3,avgR=-1.00; MSFT:n=8,avgR=-0.39; SP500:n=6,avgR=-1.00; NASDAQ:n=6,avgR=-0.42"
9,3,short,sr,macd,1.5,149,0.3288590604026846,-0.211218054389251,0.6892606011939433,-31.471490103998402,37.204149078542386,5,1,-2.5782449279494584,"GOOG:n=17,avgR=-0.13; EURUSD:n=32,avgR=-0.43; MSFT:n=43,avgR=-0.01; SP500:n=35,avgR=-0.44; NASDAQ:n=22,avgR=0.01"
9,5,short,bb,either,1.5,24,0.20833333333333334,-0.5267769307276692,0.3345975611861021,-12.64264633746406,17.142646337464058,5,1,-2.5806693771044604,"GOOG:n=1,avgR=1.50; EURUSD:n=3,avgR=-1.00; MSFT:n=8,avgR=-0.52; SP500:n=6,avgR=-1.00; NASDAQ:n=6,avgR=-0.17"
14,5,short,sr+fib,either,2.5,12,0.08333333333333333,-0.7625551942158612,0.21458007528343892,-9.150662330590334,11.650662330590334,4,1,-2.641568679914849,"GOOG:n=1,avgR=2.50; MSFT:n=5,avgR=-1.00; SP500:n=2,avgR=-1.00; NASDAQ:n=4,avgR=-1.16"
14,5,short,sr+fib,candle,1.5,6,0.0,-1.1084437217650558,0.0,-6.650662330590334,5.650662330590334,3,0,-2.715121526915915,"MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00; NASDAQ:n=3,avgR=-1.22"
14,5,short,sr+fib,candle,2.5,6,0.0,-1.1084437217650558,0.0,-6.650662330590334,5.650662330590334,3,0,-2.715121526915915,"MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00; NASDAQ:n=3,avgR=-1.22"
9,5,short,sr+fib,candle,2.5,6,0.0,-1.1084437217650558,0.0,-6.650662330590334,5.650662330590334,3,0,-2.715121526915915,"MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00; NASDAQ:n=3,avgR=-1.22"
9,5,short,sr+fib,candle,1.5,6,0.0,-1.1084437217650558,0.0,-6.650662330590334,5.650662330590334,3,0,-2.715121526915915,"MSFT:n=2,avgR=-1.00; SP500:n=1,avgR=-1.00; NASDAQ:n=3,avgR=-1.22"
9,3,short,sr,either,1.5,224,0.3392857142857143,-0.18303081190375484,0.730351191379645,-40.99890186644108,45.49890186644109,5,1,-2.7393543574676644,"GOOG:n=20,avgR=-0.26; EURUSD:n=48,avgR=-0.34; MSFT:n=64,avgR=0.02; SP500:n=53,avgR=-0.17; NASDAQ:n=39,avgR=-0.30"
9,3,short,sr,either,2.5,217,0.25806451612903225,-0.18616047132341063,0.7584205728598513,-40.39682227718011,39.361165333238944,5,1,-2.742314984659476,"GOOG:n=20,avgR=-0.43; EURUSD:n=47,avgR=-0.35; MSFT:n=62,avgR=0.03; SP500:n=52,avgR=-0.16; NASDAQ:n=36,avgR=-0.25"
14,5,short,fib,candle,2.5,18,0.1111111111111111,-0.6472590183661296,0.30028835494514106,-11.650662330590334,11.150662330590334,4,1,-2.74608744642503,"GOOG:n=1,avgR=-1.00; MSFT:n=6,avgR=-0.42; SP500:n=3,avgR=0.17; NASDAQ:n=8,avgR=-1.08"
9,5,short,fib,either,2.5,38,0.15789473684210525,-0.4644911139629035,0.4594087509810339,-17.650662330590333,22.0,5,1,-2.8633155271675808,"GOOG:n=4,avgR=0.75; EURUSD:n=3,avgR=-1.00; MSFT:n=12,avgR=-0.71; SP500:n=5,avgR=-0.30; NASDAQ:n=14,avgR=-0.55"
9,5,short,sr+fib,either,1.5,16,0.125,-0.7281663956618959,0.20476889933747575,-11.650662330590334,13.150662330590334,5,1,-2.9126655826475836,"GOOG:n=1,avgR=1.50; EURUSD:n=1,avgR=-1.00; MSFT:n=5,avgR=-1.00; SP500:n=3,avgR=-1.00; NASDAQ:n=6,avgR=-0.69"
14,5,short,sr+fib,either,1.5,12,0.08333333333333333,-0.8458885275491945,0.12874804517006336,-10.150662330590334,11.650662330590334,4,1,-2.9302438145096614,"GOOG:n=1,avgR=1.50; MSFT:n=5,avgR=-1.00; SP500:n=2,avgR=-1.00; NASDAQ:n=4,avgR=-1.16"
14,5,short,fib,either,2.5,30,0.13333333333333333,-0.5550220776863445,0.3752251961303692,-16.650662330590336,21.650662330590336,4,1,-3.039981118621956,"GOOG:n=3,avgR=1.33; MSFT:n=11,avgR=-0.68; SP500:n=5,avgR=-0.30; NASDAQ:n=11,avgR=-1.06"
14,5,short,bb,either,1.5,18,0.1111111111111111,-0.7222222222222222,0.1875,-13.0,16.0,5,1,-3.0641293851417055,"GOOG:n=1,avgR=1.50; EURUSD:n=1,avgR=-1.00; MSFT:n=5,avgR=-1.00; SP500:n=6,avgR=-1.00; NASDAQ:n=5,avgR=-0.50"
14,5,short,bb,candle,1.5,10,0.0,-1.0,0.0,-10.0,9.0,3,0,-3.1622776601683795,"MSFT:n=3,avgR=-1.00; SP500:n=4,avgR=-1.00; NASDAQ:n=3,avgR=-1.00"
14,5,short,bb,candle,2.5,10,0.0,-1.0,0.0,-10.0,9.0,3,0,-3.1622776601683795,"MSFT:n=3,avgR=-1.00; SP500:n=4,avgR=-1.00; NASDAQ:n=3,avgR=-1.00"
9,5,short,fib,candle,2.5,21,0.09523809523809523,-0.6976505871709683,0.25444434980781605,-14.650662330590334,13.650662330590334,5,1,-3.1970366243413495,"GOOG:n=2,avgR=-1.00; EURUSD:n=1,avgR=-1.00; MSFT:n=7,avgR=-0.50; SP500:n=3,avgR=0.17; NASDAQ:n=8,avgR=-1.08"
9,5,short,bb,candle,1.5,11,0.0,-1.0,0.0,-11.0,10.0,4,0,-3.3166247903554,"EURUSD:n=1,avgR=-1.00; MSFT:n=3,avgR=-1.00; SP500:n=4,avgR=-1.00; NASDAQ:n=3,avgR=-1.00"
9,5,short,bb,candle,2.5,11,0.0,-1.0,0.0,-11.0,10.0,4,0,-3.3166247903554,"EURUSD:n=1,avgR=-1.00; MSFT:n=3,avgR=-1.00; SP500:n=4,avgR=-1.00; NASDAQ:n=3,avgR=-1.00"
14,3,short,fib,either,2.5,32,0.125,-0.5885338970099107,0.3468237999003524,-18.83308470431714,21.333084704317137,5,1,-3.329250476270824,"GOOG:n=3,avgR=0.17; EURUSD:n=2,avgR=-1.00; MSFT:n=11,avgR=-0.69; SP500:n=6,avgR=-0.42; NASDAQ:n=10,avgR=-0.73"
9,3,short,fib,either,2.5,42,0.14285714285714285,-0.519835350102789,0.4072425679362629,-21.833084704317137,26.070469754762186,5,1,-3.3689181098822436,"GOOG:n=3,avgR=0.17; EURUSD:n=4,avgR=-1.00; MSFT:n=16,avgR=-0.79; SP500:n=7,avgR=-0.50; NASDAQ:n=12,avgR=-0.19"
14,5,short,bb,either,2.5,18,0.05555555555555555,-0.8062682367306346,0.1469479360882469,-14.512828261151423,17.012828261151423,5,1,-3.4207064258853137,"GOOG:n=1,avgR=2.50; EURUSD:n=1,avgR=-1.00; MSFT:n=5,avgR=-1.00; SP500:n=6,avgR=-1.00; NASDAQ:n=5,avgR=-1.00"
14,3,short,fib,candle,2.5,25,0.08,-0.7488452834141007,0.2107825200757359,-18.72113208535252,17.72113208535252,5,0,-3.7442264170705037,"GOOG:n=1,avgR=-1.00; EURUSD:n=2,avgR=-1.00; MSFT:n=9,avgR=-0.62; SP500:n=4,avgR=-1.00; NASDAQ:n=9,avgR=-0.68"
9,3,short,fib,candle,2.5,30,0.06666666666666667,-0.7907044028450839,0.17408784532382512,-23.72113208535252,22.72113208535252,5,0,-4.330866377569045,"GOOG:n=1,avgR=-1.00; EURUSD:n=3,avgR=-1.00; MSFT:n=12,avgR=-0.71; SP500:n=5,avgR=-1.00; NASDAQ:n=9,avgR=-0.68"
9,3,long,fib+bb,candle,1.5,0,,,,0.0,,0,0,,
9,3,long,fib+bb,candle,2.5,0,,,,0.0,,0,0,,
9,3,long,sr+fib+bb,candle,1.5,0,,,,0.0,,0,0,,
9,3,long,sr+fib+bb,candle,2.5,0,,,,0.0,,0,0,,
9,3,short,sr+fib+bb,candle,1.5,0,,,,0.0,,0,0,,
9,3,short,sr+fib+bb,candle,2.5,0,,,,0.0,,0,0,,
9,5,long,fib+bb,candle,1.5,0,,,,0.0,,0,0,,
9,5,long,fib+bb,candle,2.5,0,,,,0.0,,0,0,,
9,5,long,sr+fib+bb,candle,1.5,0,,,,0.0,,0,0,,
9,5,long,sr+fib+bb,candle,2.5,0,,,,0.0,,0,0,,
14,3,long,fib+bb,candle,1.5,0,,,,0.0,,0,0,,
14,3,long,fib+bb,candle,2.5,0,,,,0.0,,0,0,,
14,3,long,sr+fib+bb,candle,1.5,0,,,,0.0,,0,0,,
